item_id,item_name
21303,"breeches of critical riposte"
21304,"design: elsweyr bread basket, feast-day"
21305,"bracers of critical riposte"
21306,"restoration staff of critical r"
21307,"amulet of critical riposte"
21308,"sparkwreath dazzler"
21309,"spiral dazzler"
2131,"lightning staff of kagrenac's hope"
21310,"dauntless combatant's jack"
21311,"robe of critical riposte"
21312,"unchained aggressor's greaves"
21313,"dauntless combatant's helmet"
21314,"girdle of critical riposte"
21315,"plume dazzler"
21316,"disposable juggling knives"
21317,"ring of critical riposte"
21318,"elsweyr well, covered"
21319,"style page: knight of the circle staff"
2132,"voidsteel sabatons of magicka"
21320,"dauntless combatant's greatsword"
21321,"mud ball"
21322,"mace of critical riposte"
21323,"unchained aggressor's restoration staff"
21324,"dauntless combatant's inferno staff"
21325,"guards of critical riposte"
21326,"cherry blossom twig"
21327,"dauntless combatant's battle axe"
21328,"unchained aggressor's cuirass"
21329,"breton carpet, green"
2133,"rigurt's robust ring"
21330,"formula: elsweyr mortar and pestle, engraved"
21331,"dauntless combatant's maul"
21332,"maul of critical riposte"
21333,"dauntless combatant's pauldrons"
21334,"dauntless combatant's greaves"
21335,"congealed grape preserves"
21336,"khajiit sigil, moon cycle"
21337,"blueprint: elsweyr well, covered"
21338,"dauntless combatant's sash"
21339,"dauntless combatant's helm"
2134,"lesser glyph of health"
21340,"style page: knight of the circle helm"
21341,"battle axe of critical riposte"
21342,"greaves of critical riposte"
21343,"unchained aggressor's sabatons"
21344,"unchained aggressor's bracers"
21345,"style page: valkyn skoria's shoulder"
21346,"dauntless combatant's sword"
21347,"aeonstone shard"
21348,"dauntless combatant's axe"
21349,"carmine shieldsilk"
2135,"helm of the construct"
21350,"elsweyr gong, ornate"
21351,"fire-breather's oil bun"
21352,"jerkin of critical riposte"
21353,"cuirass of critical riposte"
21354,"gloves of critical riposte"
21355,"style page: knight of the circle greaves"
21356,"unchained aggressor's girdle"
21357,"sabatons of critical riposte"
21358,"style page: knight of the circle shield"
21359,"sash of critical riposte"
2136,"dram of detection"
21360,"style page: knight of the circle pauldrons"
21361,"sketch: elsweyr game, swan stones"
21362,"elsweyr mortar and pestle, engraved"
21363,"unchained aggressor's greatsword"
21364,"dauntless combatant's jerkin"
21365,"dauntless combatant's ring"
21366,"unchained aggressor's sword"
21367,"shoes of critical riposte"
21368,"unchained aggressor's maul"
21369,"boots of critical riposte"
2137,"beech lightning staff"
21370,"dauntless combatant's breeches"
21371,"jack of critical riposte"
21372,"pattern: breton carpet, green"
21373,"dauntless combatant's lightning staff"
21374,"unchained aggressor's axe"
21375,"sword of critical riposte"
21376,"gauntlets of critical riposte"
21377,"belt of critical riposte"
21378,"dauntless combatant's girdle"
21379,"unchained aggressor's bow"
2138,"silver ring of bracing"
21380,"style page: knight of the circle cuirass"
21381,"dauntless combatant's mace"
21382,"style page: knight of the circle sword"
21383,"style page: knight of the circle sabatons"
21384,"unchained aggressor's boots"
21385,"dauntless combatant's amulet"
21386,"crafting motif 68: honor guard style"
21387,"galerion's jerkin"
21388,"unchained aggressor's breeches"
21389,"mahogany lightning staff of absorb health"
2139,"recipe: rislav's righteous red kvass"
21390,"unchained aggressor's jerkin"
21391,"unchained aggressor's gloves"
21392,"unchained aggressor's shoes"
21393,"ayleid constellation stele, the serpent"
21394,"quicksilver battle axe of decrease health"
21395,"orichalc maul of decrease health"
21396,"tree, blue wisteria"
21397,"sapling, blue wisteria"
21398,"unchained aggressor's epaulets"
21399,"unchained aggressor's arm cops"
214,"epaulets of the eyes of mara"
2140,"steel greatsword of shock"
21400,"senche-raht's ice staff"
21401,"unchained aggressor's hat"
21402,"tree, purple wisteria"
21403,"unchained aggressor's pauldrons"
21404,"crafting motif 77: stags of z'en style"
21405,"alinor greenhouse, summer"
21406,"unchained aggressor's helmet"
21407,"unchained aggressor's helm"
21408,"nocturnal's favored jerkin"
21409,"axe of critical riposte"
2141,"fist of the hive lord"
21410,"crafting motif 80: shield of senchal swords"
21411,"crafting motif 80: shield of senchal boots"
21412,"pauldrons of critical riposte"
21413,"crafting motif 80: shield of senchal gloves"
21414,"crafting motif 80: shield of senchal axes"
21415,"dagger of critical riposte"
21416,"crafting motif 80: shield of senchal belts"
21417,"alinor maple, sinuous"
21418,"alinor windmill, decorative"
21419,"crafting motif 80: shield of senchal bows"
2142,"birch restoration staff of shock"
21420,"crafting motif 80: shield of senchal staves"
21421,"lightning staff of critical rip"
21422,"unchained aggressor's battle axe"
21423,"crafting motif 80: shield of senchal shoulders"
21424,"helm of critical riposte"
21425,"crafting motif 80: shield of senchal legs"
21426,"crafting motif 80: shield of senchal daggers"
21427,"alinor maple, purple"
21428,"crafting motif 80: shield of senchal chests"
21429,"crafting motif 80: shield of senchal maces"
2143,"epaulets of the seducer"
21430,"crafting motif 80: shield of senchal helmets"
21431,"crafting motif 80: shield of senchal shields"
21432,"alinor maple, diminutive"
21433,"daring corsair's mace"
21434,"ra gada funerary statue, miniature ibis"
21435,"boulder, snowswept crag"
21436,"style page: slimecraw mask"
21437,"style page: slimecraw shoulder"
21438,"ebon sword of poison"
21439,"unchained aggressor's mace"
2144,"gabrielle's staff of healing"
21440,"inferno staff of critical ripos"
21442,"redguard tent, rounded blue"
21443,"style page: jephrine paladin bow"
21444,"shrub cluster, snowswept"
21445,"style page: jephrine paladin cuirass"
21446,"style page: jephrine paladin girdle"
21447,"style page: jephrine paladin shield"
21448,"style page: jephrine paladin sabatons"
21449,"style page: jephrine paladin staff"
2145,"rawhide"
21450,"style page: jephrine paladin greaves"
21451,"bush cluster, snowswept"
21452,"style page: jephrine paladin greatsword"
21453,"style page: jephrine paladin gauntlets"
21454,"stones, snowswept cluster"
21455,"style page: jephrine paladin sword"
21456,"style page: jephrine paladin pauldrons"
21457,"style page: jephrine paladin helm"
21458,"crafting motif 81: new moon priest daggers"
21459,"crafting motif 81: new moon priest shields"
2146,"jerkin of almalexia's mercy"
21460,"steel axe of weakening"
21461,"grave-stake collector maul"
21462,"crafting motif 81: new moon priest belts"
21463,"garlas alpinia, branching"
21464,"traumatic poison vii"
21465,"anchor, hanging"
21466,"unchained aggressor's robe"
21467,"crafting motif 80: shield of senchal style"
21468,"orichalc sabatons of prismatic defense"
2147,"ironhide arm cops of stamina"
21470,"arm cops of critical riposte"
21471,"voidsteel battle axe of weapon damage"
21472,"mahogany inferno staff of hardening"
21473,"helmet of critical riposte"
21474,"greaves"
21475,"orichalc helm of prismatic defense"
21476,"epaulets of critical riposte"
21477,"crafting motif 81: new moon priest axes"
21478,"crafting motif 81: new moon priest legs"
21479,"crafting motif 81: new moon priest helmets"
2148,"recipe: sweet lemonale"
21480,"crafting motif 81: new moon priest shoulders"
21481,"orichalc greaves of prismatic defense"
21482,"orichalc axe of decrease health"
21483,"crafting motif 81: new moon priest chests"
21484,"orcish brazier, snowswept column"
21485,"orichalc girdle of prismatic defense"
21486,"crafting motif 81: new moon priest swords"
21487,"crafting motif 81: new moon priest bows"
21488,"hat of critical riposte"
21489,"crafting motif 81: new moon priest staves"
2149,"dwarven mace of frost"
21490,"platform, floating dock"
21491,"crafting motif 81: new moon priest boots"
21492,"crafting motif 81: new moon priest gloves"
21493,"crafting motif 81: new moon priest maces"
21494,"style page: stormfist shoulder"
21495,"ebon axe of absorb magicka"
21496,"platinum necklace of decrease spell harm"
21497,"tree, ancient fig"
21498,"orichalc battle axe of hardening"
21499,"style page: stormfist mask"
215,"eastmarch treasure map ii"
21500,"alinor shrine, magnus"
21501,"stale whiterun cheese-baked trout"
21502,"crafting motif 81: new moon priest style"
21503,"rubedite axe of decrease health"
21504,"stuhn's breeches"
21505,"venomous axe"
21506,"stone husk fragment"
21507,"alinor shrine, phynaster"
21508,"crafting motif 89: ancestral high elf boots"
21509,"crafting motif 84: blackreach vanguard maces"
2151,"pact firebolt ballista"
21510,"crafting motif 84: blackreach vanguard helmets"
21511,"solitude fence, stick"
21512,"stuhn's sabatons"
21513,"venomous battle axe"
21514,"blueprint: solitude chair, wood"
21515,"sword of eternal vigor"
21516,"stuhn's battle axe"
21517,"nightwood bow of decrease health"
21518,"pauldrons of eternal vigor"
21519,"gloves of winter's respite"
2152,"recipe: salted cod"
21520,"venomous helmet"
21521,"jack of dragon's appetite"
21522,"greaves of eternal vigor"
21523,"ring of eternal vigor"
21524,"logs, twice-split"
21525,"tree, twisted mountain mahogany"
21526,"crafting motif 84: blackreach vanguard belts"
21527,"stuhn's girdle"
21528,"stuhn's shoes"
21529,"tree, robust fig"
2153,"shadowhide helmet of magicka"
21530,"crafting motif 84: blackreach vanguard axes"
21531,"calcinium maul of weapon damage"
21532,"epaulets of winter's respite"
21533,"crafting motif 84: blackreach vanguard shoulders"
21534,"plant cluster, haafingar underbrush"
21535,"ring of winter's respite"
21536,"solitude nightstand, cabinet"
21537,"crafting motif 87: ancestral nord staves"
21538,"praxis: vampiric lamp, amber tall"
21539,"stuhn's amulet"
2154,"magnus' sabatons"
21540,"venomous guards"
21541,"stuhn's jerkin"
21542,"diagram: vampiric wall mirror"
21543,"helmet of magicka"
21544,"stuhn's jack"
21545,"ice staff of eternal vigor"
21546,"cartographer's rucksack"
21547,"girdle of eternal vigor"
21548,"diagram: solitude skewer, twisted iron"
21549,"skeletal remains, slumped over"
2155,"stonefalls treasure map ii"
21550,"jerkin of winter's respite"
21551,"venomous arm cops"
21552,"restoration staff of winter's respite"
21553,"sapling, white pine"
21554,"crimson nirnroot"
21555,"ruby ash ice staff of prismatic onslaught"
21556,"stuhn's bow"
21557,"venomous boots"
21558,"stuhn's gloves"
21559,"tree, white pine"
2156,"kresh sash of health"
21560,"diagram: solitude sconce, lantern"
21561,"stuhn's ring"
21562,"stuhn's guards"
21563,"amulet of winter's respite"
21564,"firelogs, white pine"
21565,"venomous ring"
21566,"stuhn's greatsword"
21567,"venomous amulet"
21568,"tree, young mountain mahogany"
21569,"bow of winter's respite"
2157,"ironthread sash of magicka"
21570,"crafting motif 84: blackreach vanguard chests"
21571,"solitude fence, stick triple"
21572,"stuhn's belt"
21573,"crafting motif 84: blackreach vanguard shields"
21574,"stuhn's maul"
21575,"stuhn's boots"
21576,"shrub, wild basil"
21577,"sash of winter's respite"
21578,"ambritt's iceflame"
21579,"stuhn's gauntlets"
2158,"dwarven axe of frost"
21580,"venomous jack"
21581,"crafting motif 89: ancestral high elf bows"
21582,"stuhn's axe"
21583,"helm of eternal vigor"
21584,"stuhn's greaves"
21585,"orichalc axe of weakening"
21586,"crafting motif 89: ancestral high elf legs"
21587,"cartographer's gloves"
21588,"solitude wagon wheel, heavy"
21589,"stuhn's dagger"
2159,"uncle leo's choker"
21590,"venomous bow"
21591,"dagger of dragon's appetite"
21592,"crafting motif 88: ancestral orc gloves"
21593,"blueprint: vampiric sideboard, shelves"
21594,"amulet of eternal vigor"
21595,"sabatons of eternal vigor"
21596,"stuhn's cuirass"
21597,"dragon bridge bastion"
21598,"stuhn's bracers"
21599,"gate, spiked iron"
216,"panacea of entrapment"
2160,"quicksilver mace of shock"
21600,"venomous greatsword"
21601,"stuhn's sash"
21602,"meridia's healing rod"
21603,"dwarven mace of hardening"
21604,"restoration staff of eternal vigor"
21605,"crafting motif 87: ancestral nord maces"
21606,"greaves of dragon's appetite"
21607,"diagram: solitude sconce, torch"
21609,"vampiric table, square low"
2161,"galatite battle axe of flame"
21610,"praxis: vampiric sconce, amber"
21611,"spell parasite's helm"
21612,"solitude carpet, plush worn"
21613,"blueprint: solitude table, rustic large"
21614,"blueprint: solitude armchair, noble"
21615,"design: solitude vase, large sealed"
21616,"blueprint: solitude nightstand, rustic shelves"
21617,"blueprint: solitude armchair, ornate"
21618,"before the trade gathering painting, wood"
21619,"aggrieved greaves"
2162,"dwemer scrap"
21620,"blueprint: solitude game, warrior and the wolf"
21621,"solitude counter, rustic bar corner"
21622,"venomous dagger"
21623,"solitude cabinet, rustic filled"
21624,"solitude nightstand, noble cabinet"
21625,"diagram: vampiric trunk, ornate metal"
21626,"blueprint: solitude serving basket, wicker"
21627,"nchuthnkarst halberd"
21628,"solitude game, warrior and the wolf"
21629,"vampiric wall mirror"
2163,"sabatons of the willow's path"
21630,"hat of dragon's appetite"
21631,"diagram: solitude hand-drill, simple"
21632,"bitterblade mining helmet"
21633,"pattern: vampiric rug, triangular sigil"
21634,"blueprint: solitude cabinet, rustic filled"
21635,"blueprint: solitude table, round small"
21636,"praxis: solitude sconce, candle"
21637,"gloomspore chitin"
21638,"solitude jewelry box, wolf's-head"
21639,"timidity poison ix"
2164,"pauldron of the night mother"
21640,"pattern: vampiric runner, grand"
21641,"kelbarn's mantlet"
21642,"blueprint: vampiric table, circular"
21643,"blueprint: solitude armchair, high-backed noble"
21644,"cartographer's boots"
21645,"pattern: vampiric carpet, grand sigil"
21646,"life in repose painting, wood"
21647,"solitude table, rustic"
21648,"truly superb glyph of reduce skill cost"
21649,"design: solitude dinner bowl, vegetable soup"
2165,"cotton shoes of magicka"
21650,"spell parasite's restoration staff"
21651,"blueprint: solitude counter, rustic bar corner"
21652,"antique map of craglorn"
21653,"diagram: solitude lantern, table"
21654,"blueprint: solitude pew, sturdy long"
21655,"blueprint: solitude trough, empty"
21656,"blueprint: solitude rain barrel, empty"
21657,"solitude carpet, wolf's-head border"
21658,"solitude pot, stout metal"
21659,"solitude bookcase, narrow open filled"
21660,"venomous bracers"
21661,"runebox: reach-mage ceremonial skullcap"
21662,"vampiric bookcase, arched"
21663,"diagram: solitude wedge pick, simple"
21664,"shield of dragon's appetite"
21665,"solitude bookcase, noble"
21666,"blackreach: greymoor caverns treasure map i"
21667,"diagram: solitude wall mirror, ornate"
21668,"blueprint: vampiric sideboard, long"
21669,"crafting motif 88: ancestral orc axes"
2167,"stuffed venison haunch"
21670,"design: solitude stein, rustic"
21671,"blueprint: solitude bench, polished"
21673,"boots of dragon's appetite"
21674,"crafting motif 87: ancestral nord bows"
21675,"diagram: solitude sconce, wrought iron"
21676,"solitude breakfast, sausages and ham"
21677,"venomous belt"
21678,"solitude table, circular ornate"
21679,"crafting motif 87: ancestral nord swords"
2168,"shirt of twilight's embrace"
21680,"solitude camping pot, fish stew"
21681,"blueprint: vampiric armchair, ornate"
21682,"blueprint: solitude chest of drawers, noble"
21683,"stuhn's sword"
21684,"solitude bed, rustic cowhide double"
21685,"vampiric trunk, ornate metal"
21686,"solitude bed, rustic cowhide single"
21687,"pattern: vampiric drapes, pulled back"
21688,"solitude bowl, winter onions"
21689,"greatsword of eternal vigor"
2169,"boots of night's silence"
21690,"crafting motif 87: ancestral nord chests"
21691,"dockside painting, silver"
21693,"blueprint: vampiric bookcase, tall filled"
21694,"pattern: vampiric bed, single"
21695,"diagram: solitude chandelier, steel"
21696,"tree, winter pine"
21697,"antique map of hew's bane"
21698,"design: solitude tray, fresh eel"
21699,"blueprint: solitude pew, ornate long"
217,"sanded yew"
2170,"grand glyph of poison resist"
21700,"blueprint: solitude bookcase, noble cabinet"
21701,"tree, mountain mahogany"
21702,"vampiric bed, full"
21703,"solitude barstool, wicker"
21704,"venomous ice staff"
21705,"crafting motif 84: blackreach vanguard style"
21706,"catnap painting, gold"
21707,"diagram: solitude chandelier, horns"
21708,"solitude nightstand, rustic shelves"
21709,"blueprint: vampiric bookcase, short filled"
2171,"aegis of ash"
21710,"solitude basket, centerpiece"
21711,"breeches of winter's respite"
21712,"solitude bookcase, rustic"
21713,"icewalker's boots"
21714,"solitude frying pan, long-handled"
21715,"draugr's demise"
21716,"solitude bed, rustic bearskin single"
21717,"solitude bookcase, narrow rustic filled"
21718,"blueprint: solitude serving dish, wood"
21719,"zabusihr's soft shoulders"
21720,"karthwatch walking boots"
21722,"solitude scraper, simple"
21723,"design: solitude bread, rustic loaf"
21724,"solitude jewelry box, copper and agate"
21725,"diagram: solitude cauldron, metal empty"
21726,"vampiric cabinet, wall"
21727,"blueprint: solitude bench, sturdy"
21728,"epaulets of dragon's appetite"
21729,"pattern: vampiric drapes, tall arch"
2173,"silverweave breeches of stamina"
21731,"blueprint: solitude wall mirror, noble"
21732,"blueprint: solitude barstool, wicker"
21733,"blackreach: greymoor caverns treasure map ii"
21734,"elsweyr vista painting, wood"
21735,"vampiric bookcase, tall"
21736,"stillness everlasting painting, wood"
21737,"crafting motif 84: blackreach vanguard gloves"
21738,"stuhn's lightning staff"
21739,"vampiric table, small"
21740,"jarl of morthal painting, wood"
21741,"blueprint: solitude sideboard, rustic"
21742,"pattern: vampiric rug, circular sigil"
21743,"diagram: solitude cauldron, flat-bottomed"
21744,"the scion strides forth painting, brass"
21745,"diagram: solitude pot, wide metal"
21746,"the light within painting, silver"
21748,"antique map of the gold coast"
21749,"solitude basket, ornate"
2175,"timber mammoth ale"
21751,"pattern: vampiric drapes, tall"
21752,"crafting motif 87: ancestral nord helmets"
21753,"solitude pot, narrow metal"
21754,"blueprint: solitude serving bowl, wood"
21755,"crafting motif 87: ancestral nord boots"
21756,"blueprint: solitude desk, ornate"
21757,"stuhn's helmet"
21759,"sketch: solitude censer, pagoda"
2176,"lesser glyph of absorb magicka"
21760,"blueprint: solitude nightstand, noble"
21761,"solitude desk, ornate"
21762,"praxis: vampiric lightpost, amber double"
21763,"blueprint: solitude bookcase, narrow noble filled"
21764,"spell parasite's guards"
21765,"blueprint: solitude table, square low"
21766,"sketch: solitude serving bowl, verdigris"
21767,"venomous maul"
21768,"solitude rug, cowhide"
21769,"solitude vase, large sealed"
21770,"boon companion, brass"
21771,"solitude basket, wicker wide"
21772,"solitude mirror, noble full-length"
21773,"praxis: solitude sconce, candle embellished"
21774,"crafting motif 89: ancestral high elf staves"
21775,"inferno staff of dragon's appetite"
21776,"red mist blooming painting, brass"
21777,"greatsword of winter's respite"
21778,"western skyrim treasure map ii"
21779,"a warm welcome awaits painting, wood"
2178,"dominion's pauldron"
21780,"morthal barrow breastplate"
21781,"the bridge of dragon painting, wood"
21783,"venomous mace"
21784,"river's journey painting, silver"
21785,"battle axe of winter's respite"
21786,"crafting motif 88: ancestral orc swords"
21787,"frost-cursed staff"
21788,"sash of dragon's appetite"
21789,"diagram: solitude pot, narrow metal"
2179,"ebon axe of flame"
21790,"solitude nightstand, drawers"
21791,"solitude melting pot, double boiler"
21792,"frost-cursed lament"
21793,"solitude bookcase, narrow noble"
21794,"blueprint: solitude basket, wicker handles"
21795,"solitude sideboard, rustic"
21796,"eternal moment painting, wood"
21797,"truly superb glyph of prismatic recovery"
21798,"pattern: solitude bed, noble double"
21799,"blueprint: solitude jewelry box, wolf's-head"
218,"minor glyph of flame resist"
2180,"strong glyph of weakening"
21800,"vampiric sideboard, racks"
21801,"blueprint: vampiric desk, polished"
21802,"robe of dragon's appetite"
21803,"blueprint: solitude barstool, wood"
21804,"design: solitude bread, partial loaf"
21805,"blueprint: solitude bookcase, rustic"
21806,"elsweyr dome architecture painting, gold"
21807,"pattern: vampiric bed, canopy"
21808,"style page: balorgh shoulder"
21809,"vampiric trunk, polished wood"
2181,"recipe: dancing grandma"
21810,"sword of dragon's appetite"
21811,"solitude skewer, twisted iron"
21812,"spell parasite's hat"
21813,"solitude goblet, knotwork"
21814,"the deception of light painting, wood"
21815,"stuhn's robe"
21816,"stuhn's hat"
21817,"seeker's cincture"
21818,"stuhn's ice staff"
21819,"sketch: solitude goblet, covered"
2182,"steel greatsword"
21820,"stuhn's arm cops"
21821,"crafting motif 89: ancestral high elf daggers"
21822,"vampiric rug, circular sigil"
21823,"solitude serving dish, wood"
21824,"crafting motif 89: ancestral high elf swords"
21825,"blueprint: solitude bookcase, narrow noble"
21826,"solitude bookcase, rustic cabinet"
21827,"solitude bread, partial loaf"
21828,"spell parasite's shoes"
21829,"solitude nightstand, noble drawers"
2183,"recipe: dragonstar radish kebabs"
21830,"solitude carpet, inset square"
21831,"crafting motif 89: ancestral high elf helmets"
21832,"crafting motif 88: ancestral orc staves"
21833,"axe of eternal vigor"
21834,"blueprint: solitude nightstand, cabinet"
21835,"antique map of coldharbour"
21836,"blueprint: solitude counter, rustic bar"
21837,"stuhn's pauldrons"
21838,"pattern: solitude carpet, small plush"
21839,"hat of winter's respite"
2184,"panacea of weapon crit"
21840,"blueprint: solitude basket, centerpiece"
21841,"solitude cauldron, metal empty"
21842,"blueprint: solitude wine rack, noble full"
21843,"spell parasite's inferno staff"
21844,"gloves of dragon's appetite"
21845,"elsweyr landscape painting, gold"
21846,"solitude bookcase, backless filled"
21847,"solitude frying pan, trivet"
21848,"spiderprod staff"
21849,"spell parasite's helmet"
2185,"orichalc cuirass of magicka"
21850,"western skyrim treasure map i"
21851,"solitude drying rack, stockfish"
21852,"western skyrim treasure map iii"
21853,"shoes of dragon's appetite"
21854,"venomous shield"
21855,"blueprint: solitude trestle, ornate"
21856,"maul of eternal vigor"
21857,"solitude table, round"
21858,"cartographer's tricorn"
21859,"vampiric cabinet, ornate"
2186,"recipe: falkreath meat loaf"
21860,"vampiric sideboard, long"
21861,"blueprint: solitude bucket, empty"
21862,"spell parasite's gloves"
21863,"solitude tray, fresh eel"
21864,"angrar's brace"
21865,"spell parasite's gauntlets"
21866,"antiquarian's gloves"
21867,"blueprint: vampiric bookcase, tall"
21868,"sword of solitude"
21869,"blueprint: solitude pew, noble"
2187,"mahogany restoration staff of shock"
21870,"painting of the arch, silver"
21871,"blueprint: solitude cabinet, narrow noble"
21872,"blueprint: solitude display shelf, noble filled"
21873,"solitude rain barrel, empty"
21874,"design: solitude bowl, berries"
21875,"blueprint: solitude nightstand, square"
21876,"lightning staff of winter's respite"
21877,"solitude counter, rustic bar"
21878,"crafting motif 88: ancestral orc boots"
21879,"spell parasite's greaves"
2188,"magnus' axe"
21880,"pattern: solitude carpet, plush"
21881,"blueprint: vampiric table, small"
21882,"solitude table, square low"
21883,"solitude serving basket, wicker"
21884,"blueprint: solitude nightstand, round"
21885,"design: solitude bread, long"
21886,"blueprint: vampiric cabinet, wall"
21887,"vampiric bookcase, tall filled"
21888,"solitude censer, wolf-head"
21889,"painting of khajiiti arch, gold"
2189,"monumental glyph of increase physical harm"
21890,"pattern: solitude bed, noble single"
21891,"fern, sting-vine"
21892,"vampiric bookcase, short"
21893,"blueprint: solitude cabinet, ornate wall"
21894,"design: solitude drinking horn, ivory"
21895,"solitude wardrobe, rustic"
21896,"solitude footstool, wood"
21898,"pattern: vampiric carpet, large"
21899,"design: solitude bread, floral pattern"
219,"kresh gloves of magicka"
2190,"slight glyph of reduce spell cost"
21900,"design: solitude pot, large ceramic"
21901,"solitude picnic basket, wicker"
21902,"axe of winter's respite"
21903,"blueprint: solitude table, square"
21904,"crafting motif 87: ancestral nord legs"
21905,"still life in death painting, wood"
21906,"vampiric bookcase, arched filled"
21907,"solitude stein, rustic"
21908,"blueprint: solitude nightstand, drawers"
21909,"diagram: solitude strongbox, iron bands"
2191,"recipe: ginger guar smoothie"
21910,"dragonhome helm"
21911,"blueprint: solitude bench, sturdy long"
21912,"spell parasite's robe"
21913,"ring of dragon's appetite"
21914,"design: solitude breakfast, sausages and ham"
21915,"blueprint: vampiric pew, ornate"
21916,"pattern: solitude runner, grand wolf's-head border"
21917,"solitude travel chest, practical"
21918,"solitude pot, large ceramic"
21919,"tree, young winter pine"
2192,"splendid glyph of weapon damage"
21920,"spell parasite's epaulets"
21921,"design: solitude breakfast, eggs and ham"
21922,"vampiric mirror, standing"
21923,"ghamborz's rough leggings"
21924,"shield of eternal vigor"
21925,"battle axe of eternal vigor"
21926,"hircine's moonring"
21927,"cartographer's leggings"
21928,"praxis: solitude streetlight, single"
21929,"solitude pot, wide metal"
2193,"elixir of detection"
21930,"diagram: solitude cauldron, hanging"
21931,"bow of eternal vigor"
21932,"solitude bread, floral pattern"
21933,"crafting motif 89: ancestral high elf chests"
21935,"ice staff of winter's respite"
21936,"solitude table, grand noble"
21937,"blueprint: solitude travel chest, practical"
21938,"design: solitude serving pot, hearty stew"
21939,"solitude cabinet, ornate wall"
2194,"recipe: ginseng sling"
21940,"pattern: solitude carpet, plush worn"
21941,"solitude goblet, noble"
21942,"blueprint: solitude table, circular ornate small"
21943,"design: solitude meal, rustic"
21944,"light as art painting, wood"
21945,"design: solitude urn, ceramic"
21946,"longbow of solitude"
21947,"solitude wedge pick, simple"
21948,"crafting motif 88: ancestral orc maces"
21949,"design: solitude dinner bowl, hearty stew"
2195,"ebonthread jerkin of health"
21950,"blueprint: vampiric trunk, polished wood"
21951,"praxis: solitude streetlight, paired"
21952,"solitude bucket, empty"
21953,"pattern: solitude carpet, inset square"
21954,"design: solitude breakfast, full"
21955,"pattern: solitude bed, rustic bearskin double"
21956,"solitude trough, empty"
21958,"silent solitude painting, silver"
2196,"lesser glyph of reduce spell cost"
21960,"solitude gravy boat, metal"
21961,"solitude rug, knotwork"
21962,"crafting motif 89: ancestral high elf gloves"
21963,"spell parasite's jerkin"
21964,"amulet of dragon's appetite"
21965,"stuhn's epaulets"
21966,"design: vampiric goblet, full"
21967,"pattern: vampiric carpet, standard"
21969,"viggol's mallet"
2197,"bittergreen"
21971,"blueprint: solitude table, round"
21972,"dancer's treble leggings"
21973,"design: solitude tray, stockfish"
21974,"solitude bowl, berries"
21975,"design: solitude bowl, mushrooms"
21976,"guards of dragon's appetite"
21977,"crafting motif 88: ancestral orc shields"
21978,"blueprint: solitude bookcase, narrow rustic"
21979,"spell parasite's ring"
2198,"splendid glyph of health"
21980,"blueprint: solitude nightstand, noble cabinet"
21981,"solitude wall mirror, ornate"
21982,"crafting motif 84: blackreach vanguard swords"
21983,"design: solitude camping pot, fish stew"
21984,"blueprint: solitude basket, wicker wide"
21985,"pattern: solitude bed, rustic cowhide single"
21986,"lightning staff of eternal vigor"
21987,"spell parasite's girdle"
21988,"blueprint: vampiric table, square low"
21989,"vampiric drapes, tall arch"
2199,"quicksilver mace of flame"
21990,"solitude hand mirror, elegant"
21991,"girdle of inguya"
21993,"breeches of dragon's appetite"
21994,"indeko"
21995,"pattern: solitude patching kit, well-worn"
21996,"solitude tray, stockfish"
21997,"greymoor skullcap"
21998,"arm cops of dragon's appetite"
21999,"blueprint: solitude bookcase, backless filled"
220,"quicksilver pauldron of magicka"
2200,"hat of the spectre's eye"
22000,"blueprint: solitude wardrobe, rustic"
22001,"cuirass of dragon's appetite"
22002,"crafting motif 89: ancestral high elf axes"
22003,"solitude trunk, knotwork"
22004,"blueprint: vampiric wardrobe, ornate"
22005,"solitude wall mirror, noble"
22006,"fields of plenty painting, wood"
22007,"shield of winter's respite"
22008,"blueprint: solitude strongbox, iron hunt relief"
22009,"vampiric bed, single"
2201,"sip of speed"
22010,"stuhn's mace"
22011,"venomous restoration staff"
22012,"solitude runner, grand wolf's-head border"
22013,"splendid glyph of prismatic recovery"
22014,"greatsword of dragon's appetite"
22015,"blueprint: solitude wardrobe, noble"
22016,"blueprint: solitude table, square ornate"
22017,"cartographer's mask"
22018,"blueprint: solitude backpack, basket"
22019,"pattern: solitude rug, plain"
2202,"rakeipa"
22020,"vampiric sideboard, shelves"
22021,"a simple five-claw life painting, gold"
22022,"blueprint: solitude footstool, wood"
22023,"solitude bookcase, noble filled"
22024,"crafting motif 88: ancestral orc belts"
22025,"blueprint: solitude armchair, wood"
22026,"solitude display shelf, noble filled"
22027,"design: solitude sconce, horn"
22029,"blueprint: vampiric bookcase, arched"
2203,"pact shoulder guards"
22030,"tree, young aspen"
22031,"design: solitude goblet, knotwork"
22032,"bow of dragon's appetite"
22033,"blueprint: solitude mirror, noble full-length"
22034,"cartographer's vest"
22035,"spell parasite's sash"
22036,"diagram: solitude scraper, simple"
22037,"crafting motif 89: ancestral high elf belts"
22038,"solitude serving tray, wood"
22039,"venomous sword"
2204,"argentum"
22040,"gauntlets of dragon's appetite"
22041,"crafting motif 84: blackreach vanguard staves"
22042,"inferno staff of eternal vigor"
22043,"solitude dresser, rustic"
